1|user000001|21
2|user000002|22
3|user000003|23
4|user000004|24
5|user000005|25
6|user000006|26
7|user000007|27
8|user000008|28
9|user000009|29
10|user000010|30
11|user000011|31
12|user000012|32
13|user000013|33
14|user000014|34
15|user000015|35
16|user000016|36
17|user000017|37
18|user000018|38
19|user000019|39
20|user000020|40
21|user000021|41
22|user000022|42
23|user000023|43
24|user000024|44
25|user000025|45
26|user000026|46
27|user000027|47
28|user000028|48
29|user000029|49
30|user000030|50
31|user000031|51
32|user000032|52
33|user000033|53
34|user000034|54
35|user000035|55
36|user000036|56
37|user000037|57
38|user000038|58
39|user000039|59
40|user000040|60
41|user000041|61
42|user000042|62
43|user000043|20
44|user000044|21
45|user000045|22
46|user000046|23
47|user000047|24
48|user000048|25
49|user000049|26
50|user000050|27
51|user000051|28
52|user000052|29
53|user000053|30
54|user000054|31
55|user000055|32
56|user000056|33
57|user000057|34
58|user000058|35
59|user000059|36
60|user000060|37
61|user000061|38
62|user000062|39
63|user000063|40
64|user000064|41
65|user000065|42
66|user000066|43
67|user000067|44
68|user000068|45
69|user000069|46
70|user000070|47
71|user000071|48
72|user000072|49
73|user000073|50
74|user000074|51
75|user000075|52
76|user000076|53
77|user000077|54
78|user000078|55
79|user000079|56
80|user000080|57
81|user000081|58
82|user000082|59
83|user000083|60
84|user000084|61
85|user000085|62
86|user000086|20
87|user000087|21
88|user000088|22
89|user000089|23
90|user000090|24
91|user000091|25
92|user000092|26
93|user000093|27
94|user000094|28
95|user000095|29
96|user000096|30
97|user000097|31
98|user000098|32
99|user000099|33
100|user000100|34
101|user000101|35
102|user000102|36
103|user000103|37
104|user000104|38
105|user000105|39
106|user000106|40
107|user000107|41
108|user000108|42
109|user000109|43
110|user000110|44
111|user000111|45
112|user000112|46
113|user000113|47
114|user000114|48
115|user000115|49
116|user000116|50
117|user000117|51
118|user000118|52
119|user000119|53
120|user000120|54
121|user000121|55
122|user000122|56
123|user000123|57
124|user000124|58
125|user000125|59
126|user000126|60
127|user000127|61
128|user000128|62
129|user000129|20
130|user000130|21
131|user000131|22
132|user000132|23
133|user000133|24
134|user000134|25
135|user000135|26
136|user000136|27
137|user000137|28
138|user000138|29
139|user000139|30
140|user000140|31
141|user000141|32
142|user000142|33
143|user000143|34
144|user000144|35
145|user000145|36
146|user000146|37
147|user000147|38
148|user000148|39
149|user000149|40
150|user000150|41
151|user000151|42
152|user000152|43
153|user000153|44
154|user000154|45
155|user000155|46
156|user000156|47
157|user000157|48
158|user000158|49
159|user000159|50
160|user000160|51
161|user000161|52
162|user000162|53
163|user000163|54
164|user000164|55
165|user000165|56
166|user000166|57
167|user000167|58
168|user000168|59
169|user000169|60
170|user000170|61
171|user000171|62
172|user000172|20
173|user000173|21
174|user000174|22
175|user000175|23
176|user000176|24
177|user000177|25
178|user000178|26
179|user000179|27
180|user000180|28
181|user000181|29
182|user000182|30
183|user000183|31
184|user000184|32
185|user000185|33
186|user000186|34
187|user000187|35
188|user000188|36
189|user000189|37
190|user000190|38
191|user000191|39
192|user000192|40
193|user000193|41
194|user000194|42
195|user000195|43
196|user000196|44
197|user000197|45
198|user000198|46
199|user000199|47
200|user000200|48
201|user000201|49
202|user000202|50
203|user000203|51
204|user000204|52
205|user000205|53
206|user000206|54
207|user000207|55
208|user000208|56
209|user000209|57
210|user000210|58
211|user000211|59
212|user000212|60
213|user000213|61
214|user000214|62
215|user000215|20
216|user000216|21
217|user000217|22
218|user000218|23
219|user000219|24
220|user000220|25
221|user000221|26
222|user000222|27
223|user000223|28
224|user000224|29
225|user000225|30
226|user000226|31
227|user000227|32
228|user000228|33
229|user000229|34
230|user000230|35
231|user000231|36
232|user000232|37
233|user000233|38
234|user000234|39
235|user000235|40
236|user000236|41
237|user000237|42
238|user000238|43
239|user000239|44
240|user000240|45
241|user000241|46
242|user000242|47
243|user000243|48
244|user000244|49
245|user000245|50
246|user000246|51
247|user000247|52
248|user000248|53
249|user000249|54
250|user000250|55
251|user000251|56
252|user000252|57
253|user000253|58
254|user000254|59
255|user000255|60
256|user000256|61
257|user000257|62
258|user000258|20
259|user000259|21
260|user000260|22
261|user000261|23
262|user000262|24
263|user000263|25
264|user000264|26
265|user000265|27
266|user000266|28
267|user000267|29
268|user000268|30
269|user000269|31
270|user000270|32
271|user000271|33
272|user000272|34
273|user000273|35
274|user000274|36
